call_id,customer_id,call_date,disposition,call_handler
51118,14509,4/1/25 10:27,Talked to Customer,Carlton
51119,14509,4/5/25 14:27,Disconnected,NA
51120,14509,4/7/25 6:15,Talked to Customer,Geoffrey
51121,14510,4/1/25 10:27,Talked to Customer,Carlton
51122,14510,4/1/25 13:24,Talked to Customer,Hillary
51123,14510,4/5/25 22:00,Voicemail,NA
51124,14510,4/7/25 11:11,Talked to Customer,Carlton
51125,14510,4/12/25 2:17,Voicemail,NA
51126,14511,4/1/25 10:31,Talked to Customer,Geoffrey
51127,14511,4/5/25 1:54,Voicemail,NA
51128,14511,4/7/25 3:55,Voicemail,NA
51129,14511,4/8/25 10:23,Talked to Customer,Phil
51130,14511,4/9/25 18:03,Voicemail,NA
51131,14512,4/1/25 10:33,Disconnected,NA
51132,14512,4/3/25 8:15,Disconnected,NA
51133,14513,4/1/25 10:42,Talked to Customer,Carlton
51134,14513,4/5/25 23:07,Voicemail,NA
51135,14513,4/10/25 1:42,Voicemail,NA
51136,14513,4/10/25 8:45,Voicemail,NA
51137,14514,4/1/25 10:50,Talked to Customer,Geoffrey
51138,14514,4/5/25 7:20,Voicemail,NA
51139,14514,4/10/25 2:26,Voicemail,NA
51140,14514,4/14/25 23:52,Voicemail,NA
51141,14515,4/1/25 10:58,Talked to Customer,Carlton
51142,14515,4/2/25 11:40,Talked to Customer,Carlton
51143,14516,4/1/25 11:04,Disconnected,NA
51144,14516,4/2/25 3:02,Voicemail,NA
51145,14516,4/7/25 1:15,Voicemail,NA
51146,14517,4/1/25 11:11,Talked to Customer,Vivian
51147,14517,4/6/25 2:26,Voicemail,NA
51148,14518,4/1/25 11:18,Talked to Customer,Geoffrey
51149,14518,4/4/25 13:43,Voicemail,NA
51150,14519,4/1/25 11:21,Talked to Customer,Carlton
51151,14519,4/3/25 23:20,Voicemail,NA
51152,14519,4/6/25 4:38,Voicemail,NA
51153,14519,4/6/25 15:43,Talked to Customer,Geoffrey
51154,14520,4/1/25 11:23,Talked to Customer,Phil
51155,14520,4/1/25 12:45,Talked to Customer,Hillary
51156,14520,4/1/25 14:42,Talked to Customer,Carlton
51157,14520,4/4/25 11:07,Talked to Customer,Phil
51158,14520,4/5/25 18:31,Talked to Customer,Hillary
51159,14521,4/1/25 11:32,Talked to Customer,Vivian
51160,14521,4/4/25 17:21,Voicemail,NA
51161,14521,4/7/25 4:23,Voicemail,NA
51162,14521,4/8/25 1:48,Voicemail,NA
51163,14522,4/1/25 11:38,Talked to Customer,Geoffrey
51164,14522,4/4/25 11:09,Voicemail,NA
51165,14522,4/5/25 7:00,Voicemail,NA
51166,14523,4/1/25 11:43,Disconnected,NA
51167,14523,4/2/25 20:37,Voicemail,NA
51168,14523,4/5/25 7:26,Disconnected,NA
51169,14524,4/1/25 11:47,Talked to Customer,Carlton
51170,14524,4/6/25 10:13,Talked to Customer,Phil
51171,14524,4/6/25 20:55,Voicemail,NA
51172,14525,4/1/25 11:52,Talked to Customer,Hillary
51173,14525,4/3/25 2:19,Voicemail,NA
51174,14525,4/4/25 15:21,Voicemail,NA
51175,14526,4/1/25 12:00,Disconnected,NA
51176,14526,4/2/25 18:05,Voicemail,NA
51177,14527,4/1/25 12:05,Talked to Customer,Carlton
51178,14527,4/5/25 10:09,Talked to Customer,Geoffrey
51179,14527,4/8/25 7:25,Talked to Customer,Carlton
51180,14528,4/1/25 12:07,Talked to Customer,Geoffrey
51181,14528,4/5/25 8:28,Talked to Customer,Carlton
51182,14528,4/6/25 20:50,Talked to Customer,Carlton
51183,14528,4/7/25 10:59,Talked to Customer,Carlton
51184,14529,4/1/25 12:10,Talked to Customer,Vivian
51185,14529,4/1/25 12:37,Talked to Customer,Hillary
51186,14529,4/3/25 15:22,Talked to Customer,Vivian
51187,14530,4/1/25 12:15,Disconnected,NA
51188,14530,4/3/25 23:56,Voicemail,NA
51189,14530,4/6/25 3:31,Voicemail,NA
51190,14530,4/7/25 20:25,Voicemail,NA
51191,14530,4/8/25 4:21,Voicemail,NA
51192,14531,4/1/25 12:19,Talked to Customer,Phil
51193,14531,4/1/25 20:14,Voicemail,NA
51194,14531,4/6/25 17:25,Talked to Customer,Carlton
51195,14531,4/8/25 13:13,Talked to Customer,Phil
51196,14532,4/1/25 12:21,Talked to Customer,Carlton
51197,14532,4/4/25 1:22,Voicemail,NA
51198,14532,4/5/25 22:13,Voicemail,NA
51199,14533,4/1/25 12:21,Talked to Customer,Geoffrey
51200,14533,4/4/25 22:40,Voicemail,NA
51201,14534,4/1/25 12:26,Talked to Customer,Vivian
51202,14534,4/3/25 8:03,Voicemail,NA
51203,14535,4/1/25 12:26,Talked to Customer,Carlton
51204,14535,4/2/25 13:33,Talked to Customer,Carlton
51205,14535,4/7/25 2:24,Talked to Customer,Phil
51206,14535,4/10/25 7:55,Voicemail,NA
51207,14536,4/1/25 12:27,Talked to Customer,Vivian
51208,14536,4/5/25 9:22,Talked to Customer,Vivian
51209,14536,4/6/25 6:05,Voicemail,NA
51210,14537,4/1/25 12:31,Talked to Customer,Vivian
51211,14537,4/5/25 12:08,Talked to Customer,Geoffrey
51212,14537,4/6/25 16:55,Talked to Customer,Geoffrey
51213,14538,4/1/25 12:31,Talked to Customer,Carlton
51214,14538,4/2/25 6:29,Voicemail,NA
51215,14538,4/6/25 12:02,Talked to Customer,Carlton
51216,14538,4/9/25 20:14,Voicemail,NA
51217,14539,4/1/25 12:33,Disconnected,NA
51218,14539,4/5/25 13:41,Talked to Customer,Vivian
51219,14539,4/9/25 11:14,Disconnected,NA
51220,14539,4/11/25 12:43,Voicemail,NA
51221,14540,4/1/25 12:33,Disconnected,NA
51222,14540,4/6/25 8:48,Voicemail,NA
51223,14540,4/7/25 6:19,Voicemail,NA
51224,14540,4/10/25 9:55,Talked to Customer,Hillary
51225,14541,4/1/25 12:37,Talked to Customer,Phil
51226,14541,4/5/25 4:25,Voicemail,NA
51227,14541,4/10/25 3:06,Voicemail,NA
51228,14541,4/11/25 7:42,Voicemail,NA
51229,14541,4/12/25 12:25,Talked to Customer,Carlton
51230,14542,4/1/25 12:41,Talked to Customer,Carlton
51231,14542,4/2/25 12:02,Talked to Customer,Geoffrey
51232,14542,4/6/25 16:30,Talked to Customer,Hillary
51233,14542,4/9/25 13:41,Talked to Customer,Hillary
51234,14543,4/1/25 12:41,Talked to Customer,Hillary
51235,14543,4/4/25 5:37,Voicemail,NA
51236,14543,4/5/25 7:50,Voicemail,NA
51237,14544,4/1/25 12:44,Talked to Customer,Carlton
51238,14544,4/2/25 2:48,Voicemail,NA
51239,14545,4/1/25 12:46,Talked to Customer,Phil
51240,14545,4/4/25 12:05,Voicemail,NA
51241,14545,4/7/25 12:26,Talked to Customer,Geoffrey
51242,14545,4/8/25 21:42,Voicemail,NA
51243,14546,4/1/25 12:49,Talked to Customer,Phil
51244,14546,4/6/25 1:25,Voicemail,NA
51245,14547,4/1/25 12:51,Talked to Customer,Geoffrey
51246,14547,4/3/25 8:27,Voicemail,NA
51247,14547,4/3/25 21:27,Voicemail,NA
51248,14547,4/8/25 13:15,Talked to Customer,Hillary
51249,14548,4/1/25 12:53,Talked to Customer,Carlton
51250,14548,4/5/25 14:48,Talked to Customer,Geoffrey
51251,14548,4/7/25 19:52,Voicemail,NA
51252,14549,4/1/25 12:56,Talked to Customer,Carlton
51253,14549,4/4/25 13:22,Voicemail,NA
51254,14549,4/8/25 0:15,Voicemail,NA
51255,14550,4/1/25 13:01,Talked to Customer,Phil
51256,14550,4/5/25 21:21,Voicemail,NA
51257,14550,4/9/25 16:37,Talked to Customer,Geoffrey
51258,14550,4/10/25 15:50,Talked to Customer,Hillary
51259,14550,4/10/25 18:45,Voicemail,NA
51260,14551,4/1/25 13:01,Talked to Customer,Phil
51261,14551,4/2/25 3:27,Voicemail,NA
51262,14551,4/6/25 5:52,Voicemail,NA
51263,14551,4/10/25 12:20,Talked to Customer,Phil
51264,14551,4/12/25 21:03,Voicemail,NA
51265,14552,4/1/25 13:05,Disconnected,NA
51266,14552,4/2/25 4:59,Voicemail,NA
51267,14553,4/1/25 13:06,Talked to Customer,Hillary
51268,14553,4/4/25 2:27,Voicemail,NA
51269,14553,4/8/25 15:22,Disconnected,NA
51270,14553,4/10/25 23:52,Talked to Customer,Hillary
51271,14554,4/1/25 13:10,Talked to Customer,Carlton
51272,14554,4/2/25 18:55,Disconnected,NA
51273,14554,4/3/25 3:20,Voicemail,NA
51274,14554,4/3/25 17:25,Disconnected,NA
51275,14554,4/7/25 17:13,Talked to Customer,Carlton
51276,14555,4/1/25 13:15,Talked to Customer,Carlton
51277,14555,4/2/25 23:47,Voicemail,NA
51278,14555,4/4/25 2:18,Voicemail,NA
51279,14555,4/7/25 23:53,Voicemail,NA
51280,14556,4/1/25 13:15,Talked to Customer,Phil
51281,14556,4/5/25 13:53,Talked to Customer,Carlton
51282,14557,4/1/25 13:18,Disconnected,NA
51283,14557,4/5/25 8:21,Talked to Customer,Vivian
51284,14557,4/10/25 6:18,Voicemail,NA
51285,14557,4/14/25 22:38,Voicemail,NA
51286,14557,4/17/25 4:56,Voicemail,NA
51287,14558,4/1/25 13:23,Talked to Customer,Phil
51288,14558,4/5/25 0:42,Voicemail,NA
51289,14558,4/8/25 7:48,Voicemail,NA
51290,14558,4/9/25 5:47,Voicemail,NA
51291,14559,4/1/25 13:24,Talked to Customer,Hillary
51292,14559,4/4/25 11:15,Voicemail,NA
51293,14559,4/7/25 3:41,Voicemail,NA
51294,14559,4/10/25 3:41,Voicemail,NA
51295,14559,4/13/25 7:29,Talked to Customer,Vivian
51296,14560,4/1/25 13:25,Talked to Customer,Geoffrey
51297,14560,4/2/25 23:24,Voicemail,NA
51298,14560,4/7/25 9:59,Talked to Customer,Vivian
51299,14560,4/10/25 14:59,Talked to Customer,Carlton
51300,14560,4/11/25 10:24,Voicemail,NA
51301,14561,4/1/25 13:29,Talked to Customer,Geoffrey
51302,14561,4/3/25 1:05,Voicemail,NA
51303,14561,4/5/25 23:30,Talked to Customer,Phil
51304,14561,4/10/25 8:25,Disconnected,NA
51305,14562,4/1/25 13:30,Talked to Customer,Vivian
51306,14562,4/4/25 15:33,Voicemail,NA
51307,14562,4/4/25 21:28,Voicemail,NA
51308,14563,4/1/25 13:33,Talked to Customer,Phil
51309,14563,4/5/25 19:00,Voicemail,NA
51310,14563,4/8/25 15:51,Talked to Customer,Hillary
51311,14563,4/13/25 7:09,Voicemail,NA
51312,14563,4/16/25 14:33,Talked to Customer,Vivian
51313,14564,4/1/25 13:34,Talked to Customer,Hillary
51314,14564,4/5/25 15:35,Talked to Customer,Geoffrey
51315,14564,4/9/25 14:43,Talked to Customer,Hillary
51316,14564,4/12/25 23:06,Voicemail,NA
51317,14565,4/1/25 13:35,Talked to Customer,Vivian
51318,14565,4/2/25 18:07,Voicemail,NA
51319,14565,4/6/25 22:44,Voicemail,NA
51320,14565,4/7/25 2:41,Voicemail,NA
51321,14566,4/1/25 13:36,Talked to Customer,Phil
51322,14566,4/3/25 7:04,Voicemail,NA
51323,14566,4/6/25 10:45,Talked to Customer,Geoffrey
51324,14567,4/1/25 13:36,Talked to Customer,Vivian
51325,14567,4/4/25 1:10,Voicemail,NA
51326,14568,4/1/25 13:39,Talked to Customer,Carlton
51327,14568,4/3/25 12:56,Talked to Customer,Carlton
51328,14568,4/7/25 11:02,Talked to Customer,Vivian
51329,14568,4/7/25 18:36,Disconnected,NA
51330,14568,4/7/25 21:46,Voicemail,NA
51331,14569,4/1/25 13:44,Talked to Customer,Phil
51332,14569,4/6/25 0:28,Voicemail,NA
51333,14569,4/7/25 22:55,Voicemail,NA
51334,14569,4/8/25 20:34,Talked to Customer,Carlton
51335,14569,4/9/25 13:16,Talked to Customer,Vivian
51336,14570,4/1/25 13:45,Talked to Customer,Carlton
51337,14570,4/1/25 20:01,Talked to Customer,Phil
51338,14570,4/5/25 15:41,Talked to Customer,Hillary
51339,14570,4/8/25 2:24,Voicemail,NA
51340,14571,4/1/25 13:45,Talked to Customer,Hillary
51341,14571,4/3/25 11:06,Talked to Customer,Carlton
51342,14571,4/6/25 19:45,Voicemail,NA
51343,14571,4/11/25 4:09,Voicemail,NA
51344,14571,4/11/25 15:11,Voicemail,NA
51345,14572,4/1/25 13:47,Talked to Customer,Hillary
51346,14572,4/3/25 4:43,Voicemail,NA
51347,14572,4/3/25 19:30,Talked to Customer,Phil
51348,14573,4/1/25 13:52,Talked to Customer,Carlton
51349,14573,4/3/25 7:49,Voicemail,NA
51350,14573,4/4/25 22:16,Voicemail,NA
51351,14574,4/1/25 13:56,Talked to Customer,Geoffrey
51352,14574,4/2/25 9:54,Talked to Customer,Hillary
51353,14574,4/6/25 14:11,Talked to Customer,Vivian
51354,14574,4/8/25 13:19,Disconnected,NA
51355,14574,4/8/25 16:48,Talked to Customer,Geoffrey
51356,14575,4/1/25 13:58,Talked to Customer,Hillary
51357,14575,4/4/25 17:14,Voicemail,NA
51358,14575,4/5/25 8:24,Talked to Customer,Hillary
51359,14576,4/1/25 13:59,Talked to Customer,Carlton
51360,14576,4/2/25 17:57,Talked to Customer,Hillary
51361,14576,4/2/25 21:02,Voicemail,NA
51362,14577,4/1/25 14:00,Talked to Customer,Hillary
51363,14577,4/2/25 12:41,Disconnected,NA
51364,14577,4/2/25 21:34,Voicemail,NA
51365,14578,4/1/25 14:01,Talked to Customer,Geoffrey
51366,14578,4/6/25 5:16,Voicemail,NA
51367,14578,4/6/25 10:38,Talked to Customer,Vivian
51368,14579,4/1/25 14:05,Talked to Customer,Vivian
51369,14579,4/3/25 22:39,Voicemail,NA
51370,14580,4/1/25 14:14,Talked to Customer,Geoffrey
51371,14580,4/5/25 20:55,Voicemail,NA
51372,14580,4/6/25 9:15,Talked to Customer,Geoffrey
51373,14580,4/11/25 9:14,Voicemail,NA
51374,14581,4/1/25 14:22,Talked to Customer,Geoffrey
51375,14581,4/2/25 0:17,Voicemail,NA
51376,14581,4/2/25 2:28,Voicemail,NA
51377,14582,4/1/25 14:32,Talked to Customer,Geoffrey
51378,14582,4/2/25 6:45,Voicemail,NA
51379,14582,4/3/25 0:24,Voicemail,NA
51380,14583,4/1/25 14:35,Talked to Customer,Phil
51381,14583,4/4/25 8:33,Talked to Customer,Phil
51382,14583,4/8/25 20:52,Voicemail,NA
51383,14584,4/1/25 14:41,Talked to Customer,Carlton
51384,14584,4/5/25 6:16,Voicemail,NA
51385,14584,4/5/25 20:05,Voicemail,NA
51386,14584,4/9/25 10:10,Disconnected,NA
51387,14585,4/1/25 14:41,Talked to Customer,Vivian
51388,14585,4/2/25 22:20,Voicemail,NA
51389,14585,4/3/25 11:05,Talked to Customer,Geoffrey
51390,14585,4/7/25 16:17,Talked to Customer,Hillary
51391,14586,4/1/25 14:43,Disconnected,NA
51392,14586,4/4/25 13:42,Voicemail,NA
51393,14586,4/6/25 14:06,Talked to Customer,Carlton
51394,14586,4/10/25 9:03,Talked to Customer,Phil
51395,14587,4/1/25 14:51,Talked to Customer,Geoffrey
51396,14587,4/6/25 11:04,Talked to Customer,Vivian
51397,14587,4/6/25 17:52,Talked to Customer,Vivian
51398,14587,4/10/25 23:43,Voicemail,NA
51399,14588,4/1/25 14:58,Talked to Customer,Geoffrey
51400,14588,4/5/25 23:44,Voicemail,NA
51401,14589,4/1/25 14:59,Talked to Customer,Carlton
51402,14589,4/6/25 2:36,Voicemail,NA
51403,14589,4/7/25 7:56,Voicemail,NA
51404,14589,4/8/25 16:29,Disconnected,NA
51405,14589,4/10/25 18:54,Talked to Customer,Carlton
51406,14590,4/1/25 15:07,Talked to Customer,Phil
51407,14590,4/2/25 5:13,Disconnected,NA
51408,14590,4/2/25 17:40,Talked to Customer,Hillary
51409,14591,4/1/25 15:12,Talked to Customer,Hillary
51410,14591,4/3/25 13:39,Disconnected,NA
51411,14591,4/7/25 4:30,Voicemail,NA
51412,14591,4/10/25 3:40,Voicemail,NA
51413,14592,4/1/25 15:16,Talked to Customer,Hillary
51414,14592,4/6/25 9:50,Talked to Customer,Geoffrey
51415,14593,4/1/25 15:16,Talked to Customer,Vivian
51416,14593,4/4/25 22:04,Voicemail,NA
51417,14593,4/9/25 6:27,Voicemail,NA
51418,14593,4/12/25 10:16,Talked to Customer,Vivian
51419,14594,4/1/25 15:22,Talked to Customer,Hillary
51420,14594,4/1/25 15:56,Talked to Customer,Phil
51421,14594,4/2/25 6:41,Voicemail,NA
51422,14595,4/1/25 15:27,Talked to Customer,Carlton
51423,14595,4/4/25 9:48,Voicemail,NA
51424,14596,4/1/25 15:33,Disconnected,NA
51425,14596,4/3/25 11:27,Talked to Customer,Geoffrey
51426,14596,4/4/25 5:17,Voicemail,NA
51427,14597,4/1/25 15:33,Talked to Customer,Phil
51428,14597,4/1/25 18:28,Voicemail,NA
51429,14598,4/1/25 15:35,Talked to Customer,Carlton
51430,14598,4/6/25 13:45,Talked to Customer,Hillary
51431,14598,4/9/25 15:58,Talked to Customer,Hillary
51432,14598,4/10/25 18:34,Voicemail,NA
51433,14599,4/1/25 15:37,Talked to Customer,Hillary
51434,14599,4/5/25 15:28,Talked to Customer,Carlton
51435,14599,4/7/25 12:32,Talked to Customer,Geoffrey
51436,14600,4/1/25 15:46,Talked to Customer,Geoffrey
51437,14600,4/3/25 16:21,Talked to Customer,Geoffrey
51438,14600,4/5/25 14:11,Talked to Customer,Hillary
51439,14600,4/6/25 9:25,Talked to Customer,Carlton
51440,14600,4/10/25 13:38,Talked to Customer,Hillary
51441,14601,4/1/25 15:52,Talked to Customer,Carlton
51442,14601,4/5/25 6:12,Voicemail,NA
51443,14601,4/6/25 0:07,Voicemail,NA
51444,14601,4/6/25 8:17,Voicemail,NA
51445,14602,4/1/25 15:56,Talked to Customer,Hillary
51446,14602,4/5/25 12:36,Talked to Customer,Carlton
51447,14602,4/9/25 11:53,Talked to Customer,Hillary
51448,14602,4/14/25 2:14,Voicemail,NA
51449,14602,4/14/25 23:15,Voicemail,NA
51450,14603,4/1/25 16:04,Talked to Customer,Carlton
51451,14603,4/3/25 18:46,Disconnected,NA
51452,14603,4/8/25 3:52,Voicemail,NA
51453,14603,4/12/25 9:50,Talked to Customer,Geoffrey
51454,14604,4/1/25 16:07,Talked to Customer,Phil
51455,14604,4/5/25 7:11,Voicemail,NA
51456,14605,4/1/25 16:08,Talked to Customer,Carlton
51457,14605,4/2/25 14:38,Talked to Customer,Geoffrey
51458,14605,4/6/25 10:36,Talked to Customer,Carlton
51459,14605,4/7/25 5:56,Voicemail,NA
51460,14606,4/1/25 16:17,Disconnected,NA
51461,14606,4/2/25 13:19,Talked to Customer,Hillary
51462,14606,4/5/25 23:57,Disconnected,NA
51463,14607,4/1/25 16:31,Talked to Customer,Geoffrey
51464,14607,4/6/25 4:06,Voicemail,NA
51465,14607,4/8/25 15:47,Talked to Customer,Carlton
51466,14607,4/9/25 5:25,Voicemail,NA
51467,14608,4/1/25 16:40,Talked to Customer,Carlton
51468,14608,4/5/25 4:45,Voicemail,NA
51469,14608,4/5/25 11:10,Talked to Customer,Vivian
51470,14609,4/1/25 16:52,Talked to Customer,Phil
51471,14609,4/3/25 19:21,Voicemail,NA
51472,14610,4/1/25 17:08,Disconnected,NA
51473,14610,4/6/25 15:36,Disconnected,NA
51474,14610,4/8/25 9:57,Talked to Customer,Carlton
51475,14611,4/1/25 17:19,Talked to Customer,Phil
51476,14611,4/4/25 20:52,Voicemail,NA
51477,14611,4/6/25 3:02,Voicemail,NA
51478,14612,4/1/25 17:26,Talked to Customer,Phil
51479,14612,4/4/25 0:44,Voicemail,NA
51480,14612,4/7/25 20:28,Voicemail,NA
51481,14612,4/11/25 20:08,Voicemail,NA
51482,14612,4/13/25 5:31,Voicemail,NA
51483,14613,4/1/25 17:34,Talked to Customer,Vivian
51484,14613,4/5/25 21:50,Voicemail,NA
51485,14613,4/10/25 13:16,Talked to Customer,Carlton
51486,14613,4/14/25 14:38,Talked to Customer,Carlton
51487,14614,4/1/25 17:39,Talked to Customer,Vivian
51488,14614,4/5/25 6:49,Voicemail,NA
51489,14614,4/6/25 12:19,Talked to Customer,Phil
51490,14614,4/8/25 17:03,Talked to Customer,Phil
51491,14614,4/10/25 19:05,Talked to Customer,Phil
51492,14615,4/1/25 17:55,Talked to Customer,Vivian
51493,14615,4/4/25 3:35,Voicemail,NA
51494,14615,4/6/25 11:40,Talked to Customer,Phil
51495,14616,4/1/25 17:56,Talked to Customer,Carlton
51496,14616,4/1/25 18:26,Voicemail,NA
51497,14616,4/2/25 12:54,Talked to Customer,Carlton
51498,14616,4/6/25 1:03,Voicemail,NA
51499,14616,4/8/25 19:43,Talked to Customer,Geoffrey
51500,14617,4/1/25 17:56,Disconnected,NA
51501,14617,4/2/25 0:19,Voicemail,NA
51502,14617,4/6/25 12:09,Talked to Customer,Carlton
51503,14617,4/9/25 13:24,Talked to Customer,Hillary
51504,14618,4/1/25 17:58,Disconnected,NA
51505,14618,4/4/25 14:06,Voicemail,NA
51506,14619,4/1/25 18:06,Voicemail,NA
51507,14619,4/2/25 0:39,Voicemail,NA
51508,14619,4/4/25 20:12,Voicemail,NA
51509,14619,4/7/25 12:37,Talked to Customer,Hillary
51510,14619,4/11/25 20:02,Voicemail,NA
51511,14620,4/1/25 18:07,Voicemail,NA
51512,14620,4/4/25 9:58,Voicemail,NA
51513,14620,4/4/25 14:27,Voicemail,NA
51514,14620,4/8/25 12:51,Talked to Customer,Carlton
51515,14620,4/9/25 18:25,Voicemail,NA
51516,14621,4/1/25 18:27,Disconnected,NA
51517,14621,4/4/25 21:34,Voicemail,NA
51518,14622,4/1/25 18:34,Voicemail,NA
51519,14622,4/3/25 4:15,Disconnected,NA
51520,14622,4/6/25 6:30,Voicemail,NA
51521,14622,4/10/25 11:51,Talked to Customer,Hillary
51522,14623,4/1/25 18:39,Talked to Customer,Phil
51523,14623,4/4/25 0:36,Voicemail,NA
51524,14623,4/7/25 23:24,Voicemail,NA
51525,14624,4/1/25 18:43,Voicemail,NA
51526,14624,4/6/25 7:25,Voicemail,NA
51527,14625,4/1/25 18:58,Voicemail,NA
51528,14625,4/6/25 0:44,Voicemail,NA
51529,14625,4/6/25 2:36,Voicemail,NA
51530,14625,4/9/25 19:43,Voicemail,NA
51531,14626,4/1/25 19:08,Talked to Customer,Carlton
51532,14626,4/4/25 5:56,Voicemail,NA
51533,14626,4/8/25 10:00,Talked to Customer,Hillary
51534,14626,4/11/25 5:34,Voicemail,NA
51535,14627,4/1/25 19:17,Voicemail,NA
51536,14627,4/4/25 16:35,Voicemail,NA
51537,14627,4/7/25 23:36,Voicemail,NA
51538,14627,4/10/25 9:45,Talked to Customer,Carlton
51539,14627,4/13/25 6:18,Voicemail,NA
51540,14628,4/1/25 19:35,Voicemail,NA
51541,14628,4/3/25 11:55,Talked to Customer,Hillary
51542,14628,4/7/25 12:57,Talked to Customer,Carlton
51543,14628,4/11/25 12:41,Voicemail,NA
51544,14628,4/15/25 14:33,Talked to Customer,Carlton
51545,14629,4/1/25 19:46,Voicemail,NA
51546,14629,4/4/25 16:54,Voicemail,NA
51547,14629,4/8/25 6:51,Disconnected,NA
51548,14629,4/9/25 23:43,Voicemail,NA
51549,14629,4/11/25 6:01,Voicemail,NA
51550,14630,4/1/25 20:03,Voicemail,NA
51551,14630,4/6/25 14:55,Disconnected,NA
51552,14631,4/1/25 20:13,Voicemail,NA
51553,14631,4/2/25 15:36,Talked to Customer,Carlton
51554,14631,4/6/25 2:36,Voicemail,NA
51555,14632,4/1/25 20:30,Disconnected,NA
51556,14632,4/5/25 13:51,Disconnected,NA
51557,14633,4/1/25 20:46,Voicemail,NA
51558,14633,4/5/25 14:45,Talked to Customer,Carlton
51559,14634,4/1/25 21:05,Voicemail,NA
51560,14634,4/4/25 0:12,Voicemail,NA
51561,14635,4/1/25 21:09,Voicemail,NA
51562,14635,4/4/25 20:56,Voicemail,NA
51563,14636,4/1/25 21:20,Voicemail,NA
51564,14636,4/4/25 23:40,Voicemail,NA
51565,14636,4/6/25 14:58,Disconnected,NA
51566,14636,4/7/25 14:05,Talked to Customer,Hillary
51567,14636,4/8/25 14:15,Talked to Customer,Carlton
51568,14637,4/1/25 21:33,Voicemail,NA
51569,14637,4/4/25 11:13,Voicemail,NA
51570,14637,4/6/25 4:48,Voicemail,NA
51571,14637,4/7/25 10:06,Talked to Customer,Geoffrey
51572,14638,4/1/25 21:40,Voicemail,NA
51573,14638,4/6/25 14:45,Talked to Customer,Vivian
51574,14638,4/6/25 19:47,Voicemail,NA
51575,14638,4/9/25 14:48,Talked to Customer,Phil
51576,14638,4/11/25 22:41,Voicemail,NA
51577,14639,4/1/25 21:42,Voicemail,NA
51578,14639,4/4/25 18:48,Voicemail,NA
51579,14639,4/5/25 18:08,Voicemail,NA
51580,14639,4/9/25 10:37,Disconnected,NA
51581,14639,4/12/25 22:54,Voicemail,NA
51582,14640,4/1/25 21:47,Voicemail,NA
51583,14640,4/4/25 7:29,Voicemail,NA
51584,14640,4/6/25 18:09,Voicemail,NA
51585,14640,4/8/25 23:28,Voicemail,NA
51586,14640,4/11/25 13:45,Voicemail,NA
51587,14641,4/1/25 22:10,Voicemail,NA
51588,14641,4/3/25 12:18,Talked to Customer,Geoffrey
51589,14641,4/6/25 18:50,Voicemail,NA
51590,14641,4/8/25 0:31,Voicemail,NA
51591,14641,4/10/25 23:44,Voicemail,NA
51592,14642,4/1/25 22:36,Voicemail,NA
51593,14642,4/3/25 1:21,Voicemail,NA
51594,14642,4/6/25 4:15,Voicemail,NA
51595,14643,4/1/25 22:40,Voicemail,NA
51596,14643,4/4/25 4:30,Talked to Customer,Hillary
51597,14643,4/8/25 18:23,Voicemail,NA
51598,14643,4/11/25 4:44,Voicemail,NA
51599,14644,4/1/25 22:54,Voicemail,NA
51600,14644,4/4/25 0:11,Voicemail,NA
51601,14645,4/1/25 23:22,Voicemail,NA
51602,14645,4/5/25 15:02,Talked to Customer,Vivian
51603,14646,4/1/25 23:33,Voicemail,NA
51604,14646,4/3/25 11:01,Disconnected,NA
51605,14647,4/1/25 23:53,Voicemail,NA
51606,14647,4/4/25 6:06,Voicemail,NA
51607,14648,4/2/25 0:10,Voicemail,NA
51608,14648,4/5/25 15:39,Talked to Customer,Phil
51609,14648,4/8/25 21:23,Voicemail,NA
51610,14648,4/12/25 11:56,Talked to Customer,Carlton
51611,14648,4/14/25 8:47,Talked to Customer,Carlton
51612,14649,4/2/25 1:24,Voicemail,NA
51613,14649,4/3/25 9:38,Disconnected,NA
51614,14649,4/7/25 12:04,Talked to Customer,Phil
51615,14649,4/8/25 17:16,Disconnected,NA
51616,14649,4/10/25 20:03,Talked to Customer,Geoffrey
51617,14650,4/2/25 1:25,Voicemail,NA
51618,14650,4/2/25 19:13,Talked to Customer,Carlton
51619,14651,4/2/25 1:43,Voicemail,NA
51620,14651,4/3/25 16:34,Talked to Customer,Phil
51621,14652,4/2/25 1:59,Voicemail,NA
51622,14652,4/4/25 18:51,Voicemail,NA
51623,14653,4/2/25 3:56,Voicemail,NA
51624,14653,4/4/25 22:38,Voicemail,NA
51625,14653,4/9/25 9:51,Disconnected,NA
51626,14653,4/10/25 13:24,Talked to Customer,Phil
51627,14653,4/15/25 6:44,Voicemail,NA
51628,14654,4/2/25 5:19,Voicemail,NA
51629,14654,4/2/25 15:49,Talked to Customer,Carlton
51630,14654,4/3/25 0:22,Voicemail,NA
51631,14654,4/3/25 3:58,Voicemail,NA
51632,14655,4/2/25 5:30,Voicemail,NA
51633,14655,4/3/25 11:59,Talked to Customer,Carlton
51634,14655,4/8/25 11:04,Disconnected,NA
51635,14656,4/2/25 6:13,Voicemail,NA
51636,14656,4/4/25 10:29,Talked to Customer,Carlton
51637,14657,4/2/25 6:21,Voicemail,NA
