sale_id,customer_id,sale_date,amount
2718,10204,3/9/2025 11:03:00,"$372,153.00"
2719,10205,3/6/2025 17:16:00,"$342,457.00"
2720,10206,3/10/2025 10:29:00,"$442,026.00"
2721,10207,3/8/2025 8:38:00,"$487,072.00"
2722,10209,3/12/2025 7:27:00,"$405,120.00"
2723,10213,3/5/2025 9:24:00,"$464,652.00"
2724,10215,3/9/2025 11:19:00,"$325,017.00"
2725,10224,3/20/2025 15:26:00,"$345,350.00"
2726,10227,3/15/2025 10:21:00,"$504,720.00"
2727,10231,3/9/2025 11:59:00,"$374,871.00"
2728,10234,3/15/2025 12:50:00,"$419,094.00"
2729,10240,3/15/2025 11:40:00,"$479,756.00"
2730,10244,3/9/2025 7:38:00,"$379,390.00"
2731,10246,3/11/2025 1:15:00,"$492,832.00"
2732,10249,3/11/2025 12:54:00,"$375,962.00"
2733,10252,3/17/2025 20:33:00,"$398,071.00"
2734,10254,3/17/2025 11:37:00,"$401,463.00"
2735,10257,3/15/2025 9:59:00,"$510,893.00"
2736,10263,3/16/2025 17:33:00,"$281,189.00"
2737,10268,3/11/2025 9:35:00,"$524,207.00"
2738,10269,3/16/2025 5:50:00,"$532,726.00"
2739,10270,3/16/2025 11:50:00,"$422,411.00"
2740,10278,3/10/2025 13:31:00,"$479,277.00"
2741,10280,3/10/2025 8:02:00,"$368,074.00"
2742,10281,3/11/2025 11:42:00,"$329,554.00"
2743,10285,3/6/2025 15:02:00,"$272,515.00"
2744,10289,3/8/2025 9:33:00,"$358,185.00"
2745,10293,3/20/2025 11:14:00,"$328,261.00"
2746,10296,3/6/2025 9:26:00,"$441,959.00"
2747,10303,3/10/2025 17:03:00,"$396,743.00"
2748,10312,3/5/2025 16:11:00,"$394,877.00"
2749,10319,3/16/2025 19:06:00,"$497,197.00"
2750,10323,3/13/2025 9:31:00,"$439,257.00"
2751,10327,3/11/2025 16:49:00,"$332,898.00"
2752,10330,3/17/2025 12:24:00,"$316,824.00"
2753,10331,3/8/2025 16:24:00,"$546,031.00"
2754,10335,3/13/2025 9:32:00,"$387,300.00"
2755,10337,3/13/2025 12:59:00,"$511,312.00"
2756,10339,3/11/2025 16:43:00,"$522,906.00"
2757,10343,3/17/2025 17:48:00,"$309,075.00"
2758,10345,3/6/2025 9:26:00,"$412,795.00"
2759,10346,3/14/2025 16:14:00,"$355,525.00"
2760,10350,3/20/2025 16:01:00,"$356,815.00"
2761,10351,3/13/2025 13:40:00,"$349,140.00"
2762,10367,3/8/2025 9:41:00,"$435,200.00"
2763,10369,3/16/2025 14:41:00,"$517,050.00"
2764,10373,3/6/2025 12:06:00,"$486,570.00"
2765,10377,3/7/2025 15:39:00,"$497,126.00"
2766,10379,3/16/2025 11:36:00,"$466,524.00"
2767,10382,3/11/2025 11:14:00,"$523,645.00"
2768,10385,3/12/2025 15:33:00,"$369,719.00"
2769,10389,3/10/2025 8:32:00,"$427,284.00"
2770,10391,3/10/2025 12:46:00,"$416,496.00"
2771,10396,3/20/2025 12:29:00,"$308,548.00"
2772,10398,3/11/2025 10:20:00,"$382,973.00"
2773,10404,3/13/2025 16:53:00,"$405,773.00"
2774,10408,3/15/2025 16:42:00,"$499,007.00"
2775,10409,3/17/2025 13:02:00,"$325,703.00"
2776,10410,3/7/2025 11:40:00,"$272,549.00"
2777,10417,3/15/2025 10:57:00,"$465,322.00"
2778,10426,3/16/2025 17:01:00,"$527,600.00"
2779,10429,3/10/2025 15:59:00,"$358,762.00"
2780,10430,3/11/2025 11:25:00,"$545,382.00"
2781,10431,3/12/2025 16:16:00,"$478,981.00"
2782,10432,3/18/2025 16:35:00,"$321,853.00"
2783,10434,3/11/2025 16:53:00,"$270,229.00"
2784,10441,3/12/2025 17:15:00,"$546,274.00"
2785,10444,3/20/2025 16:06:00,"$534,943.00"
2786,10445,3/6/2025 18:03:00,"$427,749.00"
2787,10456,3/6/2025 15:32:00,"$321,765.00"
2788,10465,3/18/2025 15:53:00,"$349,455.00"
2789,10466,3/18/2025 12:23:00,"$375,051.00"
2790,10467,3/13/2025 15:20:00,"$439,035.00"
2791,10471,3/16/2025 16:12:00,"$499,897.00"
2792,10478,3/16/2025 20:09:00,"$345,126.00"
2793,10479,3/9/2025 9:49:00,"$557,601.00"
2794,10481,3/12/2025 15:45:00,"$433,059.00"
2795,10484,3/9/2025 15:42:00,"$549,201.00"
2796,10486,3/17/2025 14:30:00,"$335,972.00"
2797,10489,3/11/2025 14:22:00,"$397,571.00"
2798,10491,3/18/2025 16:05:00,"$461,094.00"
2799,10492,3/11/2025 15:16:00,"$491,027.00"
2800,10496,3/12/2025 20:32:00,"$318,611.00"
2801,10503,3/13/2025 14:40:00,"$548,281.00"
2802,10505,3/9/2025 11:37:00,"$515,343.00"
2803,10507,3/13/2025 10:00:00,"$432,110.00"
2804,10514,3/10/2025 9:18:00,"$321,292.00"
2805,10518,3/8/2025 12:01:00,"$462,036.00"
2806,10523,3/17/2025 9:43:00,"$535,002.00"
2807,10534,3/13/2025 22:59:00,"$500,692.00"
2808,10537,3/18/2025 20:20:00,"$309,178.00"
2809,10539,3/15/2025 9:32:00,"$561,330.00"
2810,10541,3/13/2025 1:13:00,"$527,583.00"
2811,10551,3/19/2025 20:47:00,"$562,252.00"
2812,10554,3/16/2025 14:58:00,"$408,013.00"
2813,10556,3/13/2025 13:49:00,"$476,404.00"
2814,10557,3/12/2025 12:33:00,"$279,783.00"
2815,10558,3/19/2025 15:27:00,"$534,710.00"
2816,10566,3/16/2025 11:55:00,"$298,919.00"
2817,10573,3/12/2025 13:21:00,"$460,769.00"
2818,10575,3/11/2025 12:28:00,"$475,170.00"
2819,10580,3/10/2025 10:30:00,"$291,639.00"
2820,10591,3/23/2025 15:43:00,"$314,652.00"
2821,10610,3/13/2025 11:45:00,"$403,582.00"
2822,10613,3/11/2025 18:43:00,"$384,691.00"
2823,10614,3/13/2025 22:36:00,"$312,162.00"
2824,10618,3/11/2025 12:25:00,"$394,893.00"
2825,10623,3/14/2025 1:46:00,"$529,260.00"
2826,10625,3/13/2025 5:31:00,"$279,010.00"
2827,10628,3/14/2025 19:57:00,"$550,949.00"
2828,10629,3/8/2025 15:15:00,"$455,285.00"
2829,10634,3/17/2025 14:21:00,"$294,296.00"
2830,10635,3/23/2025 20:57:00,"$375,823.00"
2831,10637,3/19/2025 10:48:00,"$409,243.00"
2832,10638,3/19/2025 8:24:00,"$543,370.00"
2833,10646,3/15/2025 8:36:00,"$515,748.00"
2834,10648,3/8/2025 8:28:00,"$288,180.00"
2835,10651,3/10/2025 4:29:00,"$555,774.00"
2836,10652,3/8/2025 15:52:00,"$270,278.00"
2837,10656,3/17/2025 16:02:00,"$368,762.00"
2838,10659,3/11/2025 15:41:00,"$423,829.00"
2839,10661,3/12/2025 10:35:00,"$333,995.00"
2840,10668,3/10/2025 1:30:00,"$283,301.00"
2841,10672,3/13/2025 10:52:00,"$440,511.00"
2842,10674,3/20/2025 16:20:00,"$275,690.00"
2843,10675,3/18/2025 17:55:00,"$406,059.00"
2844,10676,3/18/2025 14:42:00,"$566,865.00"
2845,10678,3/11/2025 9:38:00,"$471,575.00"
2846,10681,3/12/2025 13:51:00,"$424,917.00"
2847,10683,3/15/2025 13:32:00,"$469,676.00"
2848,10688,3/10/2025 10:52:00,"$420,407.00"
2849,10689,3/12/2025 12:05:00,"$456,500.00"
2850,10690,3/12/2025 15:26:00,"$494,156.00"
2851,10696,3/11/2025 12:48:00,"$411,837.00"
2852,10706,3/13/2025 4:52:00,"$450,470.00"
2853,10707,3/18/2025 10:10:00,"$507,677.00"
2854,10709,3/20/2025 2:18:00,"$321,351.00"
2855,10734,3/8/2025 13:34:00,"$316,258.00"
2856,10738,3/9/2025 17:37:00,"$306,955.00"
2857,10740,3/13/2025 9:12:00,"$299,142.00"
2858,10746,3/15/2025 20:44:00,"$544,289.00"
2859,10752,3/15/2025 16:53:00,"$449,949.00"
2860,10757,3/18/2025 7:10:00,"$335,056.00"
2861,10758,3/9/2025 16:48:00,"$338,672.00"
2862,10761,3/12/2025 7:34:00,"$469,138.00"
2863,10765,3/16/2025 12:42:00,"$403,710.00"
2864,10767,3/19/2025 14:55:00,"$324,006.00"
2865,10771,3/15/2025 15:48:00,"$331,726.00"
2866,10772,3/18/2025 4:58:00,"$335,783.00"
2867,10773,3/16/2025 16:00:00,"$457,847.00"
2868,10775,3/16/2025 17:01:00,"$336,696.00"
2869,10780,3/12/2025 11:49:00,"$434,497.00"
2870,10782,3/15/2025 8:25:00,"$545,203.00"
2871,10784,3/9/2025 9:16:00,"$475,707.00"
2872,10785,3/13/2025 12:02:00,"$423,502.00"
2873,10787,3/15/2025 16:25:00,"$476,900.00"
2874,10788,3/18/2025 15:38:00,"$358,590.00"
2875,10789,3/11/2025 12:26:00,"$449,914.00"
2876,10796,3/17/2025 6:26:00,"$417,002.00"
2877,10800,3/18/2025 10:32:00,"$487,268.00"
2878,10802,3/16/2025 20:02:00,"$479,423.00"
2879,10804,3/10/2025 14:15:00,"$372,025.00"
2880,10807,3/19/2025 7:21:00,"$480,094.00"
2881,10809,3/17/2025 11:30:00,"$491,028.00"
2882,10810,3/19/2025 17:29:00,"$472,228.00"
2883,10811,3/19/2025 10:38:00,"$280,271.00"
2884,10816,3/22/2025 11:04:00,"$322,434.00"
2885,10818,3/10/2025 14:56:00,"$315,874.00"
2886,10822,3/14/2025 18:33:00,"$492,151.00"
2887,10823,3/13/2025 7:36:00,"$484,825.00"
2888,10826,3/12/2025 9:51:00,"$561,662.00"
2889,10827,3/13/2025 15:03:00,"$294,697.00"
2890,10833,3/16/2025 16:58:00,"$532,965.00"
2891,10835,3/18/2025 11:52:00,"$503,472.00"
2892,10838,3/18/2025 9:07:00,"$290,943.00"
2893,10843,3/15/2025 10:24:00,"$423,001.00"
2894,10853,3/13/2025 14:01:00,"$327,924.00"
2895,10862,3/23/2025 17:47:00,"$444,796.00"
2896,10870,3/16/2025 15:35:00,"$549,693.00"
2897,10878,3/10/2025 17:23:00,"$431,304.00"
2898,10880,3/15/2025 10:04:00,"$355,336.00"
2899,10882,3/12/2025 12:19:00,"$516,641.00"
2900,10885,3/17/2025 10:33:00,"$458,225.00"
2901,10890,3/11/2025 1:45:00,"$451,394.00"
2902,10892,3/17/2025 13:37:00,"$305,128.00"
2903,10894,3/15/2025 12:44:00,"$278,442.00"
2904,10897,3/24/2025 15:23:00,"$563,388.00"
2905,10900,3/18/2025 14:22:00,"$543,417.00"
2906,10904,3/19/2025 6:20:00,"$356,450.00"
2907,10907,3/13/2025 16:58:00,"$418,934.00"
2908,10909,3/9/2025 13:32:00,"$538,183.00"
2909,10912,3/10/2025 16:19:00,"$523,683.00"
2910,10914,3/13/2025 7:10:00,"$296,399.00"
2911,10917,3/23/2025 15:42:00,"$346,757.00"
2912,10923,3/15/2025 2:13:00,"$494,283.00"
2913,10926,3/17/2025 14:25:00,"$558,041.00"
2914,10928,3/14/2025 10:50:00,"$347,665.00"
2915,10934,3/17/2025 16:24:00,"$471,114.00"
2916,10936,3/16/2025 13:37:00,"$412,160.00"
2917,10937,3/10/2025 9:01:00,"$491,670.00"
2918,10941,3/10/2025 11:15:00,"$517,337.00"
2919,10942,3/17/2025 8:02:00,"$272,829.00"
2920,10945,3/9/2025 14:31:00,"$338,431.00"
2921,10947,3/12/2025 17:19:00,"$363,410.00"
2922,10952,3/22/2025 14:36:00,"$272,290.00"
2923,10954,3/13/2025 17:03:00,"$505,751.00"
2924,10955,3/18/2025 15:44:00,"$361,757.00"
2925,10956,3/17/2025 13:25:00,"$500,213.00"
2926,10957,3/15/2025 13:25:00,"$437,529.00"
2927,10961,3/13/2025 19:49:00,"$544,024.00"
2928,10967,3/13/2025 17:38:00,"$561,635.00"
2929,10973,3/17/2025 16:46:00,"$504,401.00"
2930,10977,3/15/2025 15:53:00,"$549,232.00"
2931,10981,3/20/2025 11:30:00,"$312,787.00"
2932,10986,3/16/2025 12:09:00,"$469,613.00"
2933,11000,3/15/2025 17:17:00,"$547,785.00"
2934,11001,3/10/2025 17:50:00,"$410,601.00"
2935,11005,3/11/2025 14:00:00,"$422,332.00"
2936,11006,3/19/2025 5:19:00,"$337,922.00"
2937,11014,3/17/2025 19:49:00,"$321,595.00"
2938,11017,3/15/2025 15:05:00,"$307,924.00"
2939,11022,3/17/2025 23:19:00,"$517,319.00"
2940,11026,3/15/2025 13:08:00,"$310,411.00"
2941,11027,3/11/2025 2:26:00,"$274,478.00"
2942,11029,3/12/2025 18:27:00,"$347,489.00"
2943,11034,3/20/2025 12:56:00,"$566,768.00"
2944,11038,3/16/2025 10:03:00,"$474,189.00"
2945,11039,3/20/2025 14:30:00,"$423,645.00"
2946,11041,3/13/2025 11:46:00,"$549,146.00"
2947,11050,3/16/2025 11:27:00,"$474,616.00"
2948,11051,3/18/2025 17:31:00,"$568,945.00"
2949,11054,3/15/2025 7:18:00,"$545,220.00"
2950,11055,3/18/2025 11:25:00,"$301,754.00"
2951,11057,3/11/2025 13:04:00,"$276,114.00"
2952,11060,3/16/2025 6:36:00,"$350,474.00"
2953,11065,3/20/2025 13:27:00,"$305,853.00"
2954,11075,3/18/2025 13:50:00,"$346,814.00"
2955,11076,3/12/2025 12:44:00,"$358,546.00"
2956,11078,3/13/2025 7:56:00,"$282,942.00"
2957,11081,3/16/2025 13:38:00,"$362,437.00"
2958,11082,3/18/2025 14:50:00,"$407,201.00"
2959,11084,3/16/2025 14:30:00,"$342,904.00"
2960,11086,3/18/2025 16:25:00,"$422,443.00"
2961,11094,3/12/2025 11:53:00,"$530,560.00"
2962,11098,3/20/2025 12:46:00,"$430,776.00"
2963,11101,3/15/2025 6:38:00,"$274,989.00"
2964,11105,3/15/2025 23:56:00,"$490,316.00"
2965,11108,3/10/2025 22:59:00,"$289,502.00"
2966,11109,3/22/2025 9:37:00,"$383,670.00"
2967,11110,3/13/2025 12:48:00,"$323,100.00"
2968,11113,3/10/2025 17:27:00,"$396,730.00"
2969,11122,3/15/2025 11:47:00,"$535,802.00"
2970,11129,3/11/2025 9:45:00,"$519,864.00"
2971,11132,3/18/2025 20:11:00,"$340,170.00"
2972,11138,3/19/2025 13:24:00,"$333,058.00"
2973,11139,3/16/2025 15:53:00,"$553,057.00"
2974,11143,3/19/2025 13:47:00,"$348,155.00"
2975,11164,3/16/2025 14:18:00,"$281,454.00"
2976,11166,3/12/2025 9:54:00,"$465,425.00"
2977,11167,3/18/2025 22:46:00,"$534,830.00"
2978,11171,3/17/2025 11:09:00,"$304,807.00"
2979,11173,3/15/2025 12:03:00,"$456,464.00"
2980,11174,3/12/2025 15:33:00,"$366,401.00"
2981,11183,3/20/2025 8:13:00,"$550,927.00"
2982,11187,3/25/2025 14:08:00,"$321,969.00"
2983,11197,3/18/2025 16:39:00,"$331,154.00"
2984,11202,3/20/2025 10:23:00,"$413,741.00"
2985,11204,3/19/2025 15:22:00,"$499,210.00"
2986,11205,3/17/2025 8:03:00,"$550,877.00"
2987,11207,3/15/2025 16:42:00,"$295,150.00"
2988,11208,3/26/2025 13:40:00,"$421,261.00"
2989,11215,3/14/2025 7:57:00,"$362,144.00"
2990,11216,3/20/2025 9:01:00,"$488,567.00"
2991,11219,3/16/2025 10:55:00,"$270,128.00"
2992,11222,3/25/2025 17:29:00,"$279,241.00"
2993,11224,3/18/2025 21:08:00,"$327,568.00"
2994,11227,3/17/2025 8:59:00,"$308,425.00"
2995,11231,3/18/2025 6:35:00,"$435,480.00"
2996,11232,3/18/2025 13:21:00,"$520,649.00"
2997,11233,3/16/2025 6:39:00,"$370,102.00"
2998,11236,3/19/2025 13:48:00,"$486,981.00"
2999,11246,3/15/2025 10:53:00,"$563,224.00"
3000,11250,3/17/2025 14:48:00,"$341,367.00"
3001,11253,3/19/2025 16:49:00,"$391,162.00"
3002,11256,3/20/2025 12:22:00,"$436,907.00"
3003,11266,3/24/2025 13:57:00,"$312,492.00"
3004,11267,3/20/2025 9:16:00,"$527,924.00"
3005,11272,3/20/2025 17:45:00,"$449,175.00"
3006,11273,3/15/2025 9:27:00,"$516,576.00"
3007,11277,3/17/2025 20:22:00,"$523,475.00"
3008,11278,3/23/2025 9:15:00,"$457,291.00"
3009,11284,3/18/2025 11:27:00,"$564,045.00"
3010,11289,3/15/2025 4:45:00,"$279,104.00"
3011,11290,3/16/2025 15:18:00,"$337,923.00"
3012,11292,3/17/2025 10:31:00,"$271,690.00"
3013,11293,3/16/2025 10:47:00,"$438,627.00"
3014,11296,3/13/2025 11:31:00,"$452,988.00"
3015,11297,3/17/2025 8:10:00,"$447,368.00"
3016,11301,3/20/2025 10:16:00,"$452,400.00"
3017,11304,3/21/2025 3:03:00,"$292,104.00"
3018,11307,3/18/2025 8:05:00,"$274,620.00"
3019,11316,3/24/2025 8:01:00,"$554,512.00"
3020,11320,3/15/2025 20:43:00,"$487,650.00"
3021,11321,3/16/2025 16:23:00,"$511,770.00"
3022,11324,3/17/2025 11:49:00,"$290,708.00"
3023,11326,3/25/2025 7:30:00,"$381,202.00"
3024,11327,3/15/2025 16:34:00,"$411,658.00"
3025,11332,3/17/2025 10:03:00,"$537,646.00"
3026,11335,3/20/2025 9:01:00,"$416,933.00"
3027,11336,3/15/2025 13:28:00,"$348,795.00"
3028,11345,3/24/2025 15:35:00,"$325,977.00"
3029,11350,3/16/2025 14:22:00,"$441,747.00"
3030,11359,3/20/2025 9:45:00,"$414,999.00"
3031,11360,3/17/2025 5:02:00,"$432,806.00"
3032,11361,3/19/2025 18:56:00,"$292,779.00"
3033,11366,3/18/2025 17:46:00,"$277,366.00"
3034,11375,3/17/2025 12:19:00,"$502,153.00"
3035,11381,3/20/2025 15:24:00,"$311,528.00"
3036,11386,3/22/2025 17:08:00,"$447,385.00"
3037,11387,3/20/2025 16:35:00,"$501,188.00"
3038,11388,3/18/2025 16:12:00,"$440,049.00"
3039,11390,3/13/2025 6:54:00,"$390,171.00"
3040,11391,3/18/2025 7:37:00,"$447,631.00"
3041,11392,3/19/2025 8:39:00,"$529,218.00"
3042,11393,3/21/2025 17:37:00,"$555,909.00"
3043,11399,3/17/2025 11:18:00,"$323,028.00"
3044,11400,3/17/2025 13:04:00,"$400,512.00"
3045,11409,3/22/2025 9:05:00,"$563,295.00"
3046,11410,3/18/2025 15:37:00,"$434,313.00"
3047,11417,3/16/2025 18:34:00,"$485,217.00"
3048,11422,3/29/2025 4:10:00,"$397,868.00"
3049,11427,3/21/2025 8:32:00,"$301,439.00"
3050,11433,3/26/2025 9:04:00,"$369,170.00"
3051,11435,3/16/2025 21:20:00,"$414,215.00"
3052,11437,3/17/2025 20:20:00,"$412,718.00"
3053,11438,3/23/2025 16:35:00,"$403,774.00"
3054,11443,3/18/2025 18:27:00,"$270,447.00"
3055,11446,3/18/2025 14:06:00,"$401,022.00"
3056,11449,3/26/2025 13:41:00,"$502,579.00"
3057,11451,3/15/2025 13:29:00,"$436,037.00"
3058,11454,3/15/2025 4:22:00,"$455,206.00"
3059,11460,3/20/2025 12:41:00,"$358,779.00"
3060,11461,3/22/2025 15:50:00,"$417,723.00"
3061,11466,3/16/2025 16:32:00,"$431,967.00"
3062,11470,3/16/2025 14:55:00,"$358,701.00"
3063,11471,3/21/2025 3:40:00,"$519,908.00"
3064,11474,3/17/2025 22:57:00,"$460,941.00"
3065,11475,3/21/2025 21:45:00,"$520,679.00"
3066,11476,3/17/2025 9:55:00,"$567,004.00"
3067,11485,3/19/2025 16:40:00,"$558,128.00"
3068,11487,3/20/2025 12:36:00,"$269,362.00"
3069,11488,3/18/2025 2:52:00,"$338,338.00"
3070,11492,3/23/2025 15:22:00,"$521,543.00"
3071,11495,3/18/2025 11:30:00,"$557,343.00"
3072,11501,3/15/2025 14:54:00,"$273,100.00"
3073,11508,3/20/2025 7:27:00,"$526,940.00"
3074,11509,3/20/2025 13:11:00,"$485,378.00"
3075,11511,3/20/2025 13:57:00,"$402,542.00"
3076,11518,3/15/2025 12:15:00,"$362,269.00"
3077,11519,3/18/2025 14:28:00,"$497,755.00"
3078,11522,3/24/2025 13:44:00,"$466,092.00"
3079,11525,3/17/2025 11:11:00,"$479,150.00"
3080,11528,3/20/2025 11:45:00,"$356,356.00"
3081,11531,3/20/2025 13:45:00,"$378,250.00"
3082,11532,3/18/2025 12:52:00,"$554,020.00"
3083,11534,3/22/2025 9:42:00,"$505,718.00"
3084,11538,3/17/2025 13:52:00,"$568,154.00"
3085,11539,3/19/2025 15:51:00,"$442,981.00"
3086,11545,3/14/2025 13:26:00,"$445,904.00"
3087,11546,3/20/2025 17:04:00,"$292,402.00"
3088,11548,3/13/2025 13:57:00,"$422,390.00"
3089,11549,3/25/2025 11:18:00,"$535,740.00"
3090,11553,3/24/2025 16:56:00,"$466,098.00"
3091,11557,3/13/2025 17:36:00,"$410,438.00"
3092,11560,3/20/2025 16:23:00,"$295,383.00"
3093,11561,3/20/2025 9:27:00,"$492,375.00"
3094,11567,3/27/2025 12:50:00,"$329,125.00"
3095,11569,3/15/2025 17:19:00,"$378,682.00"
3096,11572,3/17/2025 11:58:00,"$271,038.00"
3097,11573,3/18/2025 11:22:00,"$536,513.00"
3098,11579,3/18/2025 12:29:00,"$472,197.00"
3099,11580,3/23/2025 11:25:00,"$428,545.00"
3100,11590,3/20/2025 15:17:00,"$417,458.00"
3101,11592,3/20/2025 14:05:00,"$387,832.00"
3102,11599,3/17/2025 14:27:00,"$351,651.00"
3103,11605,3/24/2025 16:12:00,"$395,811.00"
3104,11608,3/18/2025 14:45:00,"$426,044.00"
3105,11609,3/20/2025 19:58:00,"$347,400.00"
3106,11612,3/17/2025 8:30:00,"$534,547.00"
3107,11617,3/16/2025 9:32:00,"$444,215.00"
3108,11619,3/16/2025 11:29:00,"$322,621.00"
3109,11631,3/16/2025 13:47:00,"$468,084.00"
3110,11633,3/18/2025 12:08:00,"$349,237.00"
3111,11639,3/16/2025 12:38:00,"$447,545.00"
3112,11641,3/20/2025 16:36:00,"$434,034.00"
3113,11643,3/15/2025 20:44:00,"$275,680.00"
3114,11645,3/19/2025 20:41:00,"$354,913.00"
3115,11648,3/23/2025 13:52:00,"$424,328.00"
3116,11652,3/22/2025 17:38:00,"$449,885.00"
3117,11653,3/23/2025 12:17:00,"$435,617.00"
3118,11655,3/27/2025 9:18:00,"$325,391.00"
3119,11656,3/20/2025 16:32:00,"$353,487.00"
3120,11657,3/15/2025 16:48:00,"$272,365.00"
3121,11658,3/17/2025 11:06:00,"$277,168.00"
3122,11660,3/22/2025 14:59:00,"$492,487.00"
3123,11667,3/24/2025 14:05:00,"$505,979.00"
3124,11669,3/17/2025 9:51:00,"$339,420.00"
3125,11670,3/15/2025 11:18:00,"$523,645.00"
3126,11676,3/17/2025 14:30:00,"$562,386.00"
3127,11678,3/18/2025 17:25:00,"$556,629.00"
3128,11682,3/25/2025 17:05:00,"$461,677.00"
3129,11683,3/15/2025 10:14:00,"$446,434.00"
3130,11684,3/22/2025 14:42:00,"$396,426.00"
3131,11688,3/17/2025 10:38:00,"$281,261.00"
3132,11694,3/20/2025 11:30:00,"$431,366.00"
3133,11695,3/21/2025 8:09:00,"$433,737.00"
3134,11697,3/27/2025 12:35:00,"$392,447.00"
3135,11707,3/31/2025 12:22:00,"$474,165.00"
3136,11713,3/20/2025 16:51:00,"$538,882.00"
3137,11716,3/22/2025 17:11:00,"$412,829.00"
3138,11717,3/16/2025 10:42:00,"$340,614.00"
3139,11719,3/22/2025 16:55:00,"$303,522.00"
3140,11728,3/17/2025 9:25:00,"$297,192.00"
3141,11731,3/15/2025 17:25:00,"$429,693.00"
3142,11739,3/24/2025 11:21:00,"$445,938.00"
3143,11741,3/21/2025 8:46:00,"$290,029.00"
3144,11742,3/17/2025 17:18:00,"$362,593.00"
3145,11744,3/26/2025 16:02:00,"$397,073.00"
3146,11748,3/19/2025 11:11:00,"$444,022.00"
3147,11751,3/26/2025 10:09:00,"$394,865.00"
3148,11753,3/17/2025 10:41:00,"$269,542.00"
3149,11755,3/24/2025 10:37:00,"$288,507.00"
3150,11756,3/15/2025 12:01:00,"$354,203.00"
3151,11759,3/23/2025 13:14:00,"$551,596.00"
3152,11761,3/20/2025 11:40:00,"$341,676.00"
3153,11765,3/17/2025 14:12:00,"$521,438.00"
3154,11768,3/20/2025 8:52:00,"$548,725.00"
3155,11772,3/19/2025 16:35:00,"$439,769.00"
3156,11774,3/22/2025 13:26:00,"$503,490.00"
3157,11778,3/24/2025 11:36:00,"$495,157.00"
3158,11780,3/23/2025 22:00:00,"$507,472.00"
3159,11783,3/16/2025 3:18:00,"$449,949.00"
3160,11786,3/16/2025 15:22:00,"$501,141.00"
3161,11790,3/19/2025 9:31:00,"$495,040.00"
3162,11793,3/18/2025 15:51:00,"$546,514.00"
3163,11794,3/27/2025 20:17:00,"$295,472.00"
3164,11800,3/22/2025 13:06:00,"$464,026.00"
3165,11802,3/16/2025 12:33:00,"$292,819.00"
3166,11803,3/18/2025 0:02:00,"$516,933.00"
3167,11804,3/15/2025 11:52:00,"$369,932.00"
3168,11807,3/17/2025 13:50:00,"$380,446.00"
3169,11808,3/18/2025 15:20:00,"$510,695.00"
3170,11810,3/17/2025 19:47:00,"$379,357.00"
3171,11812,3/20/2025 13:59:00,"$453,921.00"
3172,11816,3/24/2025 9:36:00,"$493,518.00"
3173,11817,3/26/2025 14:37:00,"$474,585.00"
3174,11818,3/20/2025 1:03:00,"$529,206.00"
3175,11822,3/18/2025 14:12:00,"$333,571.00"
3176,11826,3/26/2025 12:33:00,"$448,611.00"
3177,11827,3/26/2025 16:06:00,"$394,060.00"
3178,11828,3/22/2025 17:19:00,"$295,883.00"
3179,11830,3/23/2025 8:10:00,"$463,719.00"
3180,11833,3/22/2025 8:31:00,"$304,211.00"
3181,11834,3/16/2025 1:39:00,"$286,924.00"
3182,11835,3/20/2025 15:58:00,"$406,538.00"
3183,11838,3/19/2025 12:20:00,"$551,984.00"
3184,11840,3/22/2025 20:24:00,"$538,742.00"
3185,11844,3/19/2025 12:04:00,"$541,979.00"
3186,11847,3/20/2025 10:02:00,"$387,802.00"
3187,11853,3/18/2025 10:58:00,"$412,078.00"
3188,11854,3/23/2025 14:44:00,"$316,727.00"
3189,11856,3/19/2025 10:55:00,"$389,776.00"
3190,11858,3/19/2025 14:15:00,"$402,124.00"
3191,11869,3/29/2025 16:20:00,"$288,652.00"
3192,11871,3/18/2025 17:29:00,"$533,495.00"
3193,11873,3/30/2025 2:43:00,"$276,844.00"
3194,11874,3/17/2025 14:05:00,"$368,031.00"
3195,11876,3/27/2025 17:26:00,"$334,752.00"
3196,11888,3/17/2025 10:39:00,"$388,354.00"
3197,11890,3/18/2025 13:33:00,"$409,977.00"
3198,11893,3/22/2025 8:11:00,"$524,178.00"
3199,11894,3/16/2025 13:52:00,"$487,229.00"
3200,11895,3/25/2025 14:40:00,"$365,631.00"
3201,11901,3/27/2025 14:22:00,"$467,597.00"
3202,11908,3/22/2025 5:11:00,"$363,650.00"
3203,11909,3/16/2025 12:00:00,"$486,432.00"
3204,11912,3/18/2025 17:31:00,"$420,002.00"
3205,11915,3/19/2025 10:02:00,"$306,702.00"
3206,11919,3/21/2025 5:39:00,"$425,732.00"
3207,11930,3/24/2025 14:57:00,"$302,771.00"
3208,11933,3/20/2025 12:06:00,"$326,079.00"
3209,11935,3/24/2025 18:28:00,"$437,280.00"
3210,11936,3/26/2025 16:57:00,"$454,590.00"
3211,11937,3/20/2025 11:42:00,"$355,986.00"
3212,11938,3/29/2025 13:35:00,"$271,636.00"
3213,11939,3/26/2025 9:59:00,"$454,321.00"
3214,11943,3/18/2025 13:02:00,"$511,965.00"
3215,11945,3/23/2025 11:57:00,"$459,263.00"
3216,11946,3/22/2025 8:09:00,"$301,711.00"
